,Medicine Name,Uses,Side_effects
905,Zocon 200 Tablet,Fungal infections,Headache Nausea Stomach pain
906,Zydip-C Lotion,Fungal skin infections,Paresthesia tingling or pricking sensation Burning sensation Dry skin
907,Zorbax 500mg Tablet,Fungal infections,Headache Skin rash Nausea Diarrhea Dizziness
908,Zimig 250mg Tablet,Fungal infections,Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
909,Zocon 1% Dusting Powder,Fungal skin infections,Blisters Skin peeling Swelling Application site irritation
910,Zocon 400 Tablet,Fungal infections,Headache Nausea Stomach pain
911,Zole Skin Ointment,Fungal skin infections,Vaginal burning sensation Genital itching Vulvovaginal discomfort Pain during periods
912,Zocon 50 DT Tablet,Fungal infections,Headache Nausea Stomach pain
913,Zocon-T Kit,Fungal infections of vagina,Diarrhea Nausea Vomiting Stomach pain Dryness in mouth Metallic taste Headache Rash
914,Zydip-C Cream,Fungal skin infections,Paresthesia tingling or pricking sensation Burning sensation Dry skin
915,Zocon Eye Drop,Fungal infections of eye,Eye irritation Stinging in the eyes Headache Nausea Stomach pain
916,Zocon Eye Drop,Fungal infections,Eye irritation Stinging in the eyes Headache Nausea Stomach pain
917,Zocon L Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
918,Zole-F Lotion,Fungal skin infections,Skin peeling Blisters on skin Dry skin Application site reactions burning irritation itching and redness
919,Zimig 1% Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Skin peeling Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
920,Zitran 200 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
921,Zocon 1% Soap,Fungal skin infections,Blisters Skin peeling Swelling Application site irritation
922,Zocon 100 DT Tablet,Fungal infections,Headache Nausea Stomach pain
923,Zocon -C Cream,Fungal skin infections,Blisters Skin peeling Swelling Application site irritation
924,ZyKT Cream,Fungal skin infections,Skin peeling Application site reactions burning irritation itching and redness Nausea Vomiting Abdominal pain Increased liver enzymes Application site redness Itching Diarrhea Abnormal liver function tests Adrenal insufficiency Application site burning
925,Zocon L Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
926,Zole-IT 100 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
927,ZyKT Cream,Fungal skin infections,Skin peeling Application site reactions burning irritation itching and redness Nausea Vomiting Abdominal pain Increased liver enzymes Application site redness Itching Diarrhea Abnormal liver function tests Adrenal insufficiency Application site burning
928,Zole-IT 100 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
929,Zyluli 1% Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
930,Ambrodil-Plus RF Syrup,Common cold,Nausea Stomach discomfort Sleepiness Insomnia difficulty in sleeping Headache Dizziness Nervousness Restlessness Allergic reaction
931,Allercet Cold Tablet,Common cold,Vomiting Dryness in mouth Headache Sleepiness Fatigue Constipation Diarrhea
932,Ascoril Flu Drops,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
933,Alex P Syrup,Common cold,Nausea Headache Tachycardia Palpitations Dizziness Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Insomnia difficulty in sleeping Hallucination Convulsion
934,Alerid Cold Tablet,Common cold,Nausea Vomiting Headache Fatigue Dizziness Dryness in mouth Sleepiness Allergic reaction
935,Alex Plus Paediatric Oral Drops,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
936,Alex P Paed Drop,Common cold,Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
937,Avril AF Syrup,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
938,Febrex Plus AF Syrup,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
939,Flucold Oral Drops,Common cold,Diarrhea Rash Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
940,Flucold AF Oral Drops,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
941,Febrex Plus AF Oral Drops,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
942,Grilinctus  Paediatric Syrup,Common cold,Diarrhea Rash Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
943,Hatric 3 Suspension,Common cold,Nausea Vomiting Diarrhea Dryness in mouth Dizziness Drowsiness Headache Fatigue Restlessness Insomnia difficulty in sleeping Increased heart rate Rash
944,Hatric 2 Syrup,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
945,Hatric 3 Drops,Common cold,Diarrhea Rash Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
946,Hatric 2 Oral Drops,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
947,Lecope-AD Tablet,Common cold,Vomiting Dryness in mouth Headache Fatigue Sleepiness Constipation Diarrhea
948,Lemolate Gold  Tablet,Common cold,Nausea Vomiting Insomnia difficulty in sleeping Dizziness Impaired coordination Headache Sedation Inability to concentrate Irritability Tremors Diarrhea Dryness in mouth Fatigue Blurred vision
949,LCZ-Cold Tablet,Common cold,Nausea Vomiting Insomnia difficulty in sleeping Dizziness Impaired coordination Headache Sedation Inability to concentrate Irritability Tremors Diarrhea Dryness in mouth Fatigue Blurred vision
950,LCZ Plus New Tablet,Common cold,Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
951,Maxtra Syrup,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
952,Maxtra Oral Drops,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
953,Maxtra P  Syrup,Common cold,Diarrhea Rash Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
954,Maxtra P  Oral Drops,Common cold,Diarrhea Rash Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
955,Maxtra Tablet,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
956,Maxtra Cold Plus Tablet,Common cold,Nausea Vomiting Insomnia difficulty in sleeping Dizziness Impaired coordination Headache Sedation Inability to concentrate Irritability Tremors Diarrhea Dryness in mouth Fatigue Blurred vision
957,Maxtra P  DS Syrup,Common cold,Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
