,Medicine Name,Uses,Side_effects
5614,Mosi-DX Eye Drop,Bacterial eye infections,"Eye irritation, Eye discomfort, Blurred vision"
5615,Macpred 16 Tablet,Rheumatic disorder,"Thinning of skin, Increased risk of infection, Reduction in bone density, Weight gain, Mood changes, Upset stomach, Behavioral changes"
5615,Macpred 16 Tablet,Systemic lupus erythematosus ,"Thinning of skin, Increased risk of infection, Reduction in bone density, Weight gain, Mood changes, Upset stomach, Behavioral changes"
5615,Macpred 16 Tablet,Allergic conditions,"Thinning of skin, Increased risk of infection, Reduction in bone density, Weight gain, Mood changes, Upset stomach, Behavioral changes"
5615,Macpred 16 Tablet,Eye disorders,"Thinning of skin, Increased risk of infection, Reduction in bone density, Weight gain, Mood changes, Upset stomach, Behavioral changes"
5615,Macpred 16 Tablet,Skin disorders,"Thinning of skin, Increased risk of infection, Reduction in bone density, Weight gain, Mood changes, Upset stomach, Behavioral changes"
5616,Myface Gel,Acne,"Skin peeling, Dry skin, Erythema skin redness, Burning sensation at the site of application"
5617,Metocard XL 12.5 Tablet,Hypertension ,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
5617,Metocard XL 12.5 Tablet,Angina ,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
5617,Metocard XL 12.5 Tablet,Arrhythmia,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
5617,Metocard XL 12.5 Tablet,Heart attack,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
5617,Metocard XL 12.5 Tablet,Migraine,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
5618,Mycolon SR Capsule,Irritable bowel syndrome,"Fainting, Skin rash, Angioedema swelling of deeper layers of skin"
5619,Macsart Beta 50 Tablet ER,Hypertension ,"Headache, Weakness, Dizziness, Cold extremities, Slow heart rate, Increased potassium level in blood, Numbness of extremity, Decreased blood pressure"
5620,Medrogest 10mg Tablet,Amenorrhea,"Headache, Abdominal pain, Weakness, Dizziness, Irregular menstrual cycle, Nervousness"
5620,Medrogest 10mg Tablet,Abnormal uterine bleeding,"Headache, Abdominal pain, Weakness, Dizziness, Irregular menstrual cycle, Nervousness"
5620,Medrogest 10mg Tablet,Endometriosis,"Headache, Abdominal pain, Weakness, Dizziness, Irregular menstrual cycle, Nervousness"
5621,Moxikem 500mg Capsule,Bacterial infections,"Nausea, Diarrhea, Skin rash, Vomiting"
5622,Metasone Plus Cream,Melasma,Application site reactions burning irritation itching and redness
5623,Micogel F Ointment,Fungal skin infections,"Skin peeling, Blisters on skin, Dry skin, Application site reactions burning irritation itching and redness"
5624,MX 10 Topical Solution,Hair loss,"Itching, Chest pain, Headache, Hypertrichosis excessive hair growth, Rash, Dermatitis, Hypersensitivity, Weight gain, Fluid retention, Tachycardia"
5625,Megatas 25 Tablet ER,Overactive bladder  symptoms,"Constipation, Headache, High blood pressure, Nasal inflammation, Urinary tract infection, Fast heart rate, Joint pain"
5626,Megazolid 100 Dry Syrup,"Resistant, Tuberculosis ","Decreased blood pressure, Vomiting, Headache, Nausea, Decreased blood cells red cells white cells and platelets, Diarrhea"
5626,Megazolid 100 Dry Syrup,Severe bacterial infections,"Decreased blood pressure, Vomiting, Headache, Nausea, Decreased blood cells red cells white cells and platelets, Diarrhea"
5627,Mirena Intrauterine Delivery System,"Contraception, Heavy menstrual bleeding","Irregular uterine bleeding, Ovarian cysts, Pelvic pain, Dizziness"
5628,Macralfate Suspension Sugar Free,Intestinal ulcers,Constipation
5628,Macralfate Suspension Sugar Free,Stomach ulcers,Constipation
5629,Metolar 1mg Injection,Hypertensive emergency,"Orthostatic hypotension sudden lowering of blood pressure on standing, Slow heart rate, Headache, Dizziness, Tiredness, Nausea, Stomach pain, Breathlessness"
5629,Metolar 1mg Injection,Hypertension ,"Orthostatic hypotension sudden lowering of blood pressure on standing, Slow heart rate, Headache, Dizziness, Tiredness, Nausea, Stomach pain, Breathlessness"
5629,Metolar 1mg Injection,Angina ,"Orthostatic hypotension sudden lowering of blood pressure on standing, Slow heart rate, Headache, Dizziness, Tiredness, Nausea, Stomach pain, Breathlessness"
5629,Metolar 1mg Injection,Arrhythmia,"Orthostatic hypotension sudden lowering of blood pressure on standing, Slow heart rate, Headache, Dizziness, Tiredness, Nausea, Stomach pain, Breathlessness"
5629,Metolar 1mg Injection,Heart attack,"Orthostatic hypotension sudden lowering of blood pressure on standing, Slow heart rate, Headache, Dizziness, Tiredness, Nausea, Stomach pain, Breathlessness"
5629,Metolar 1mg Injection,Migraine,"Orthostatic hypotension sudden lowering of blood pressure on standing, Slow heart rate, Headache, Dizziness, Tiredness, Nausea, Stomach pain, Breathlessness"
5630,Myestin 60mg Tablet,Myasthenia gravis,"Nausea, Excessive salivation, Diarrhea, Blurred vision, Breathlessness, Watery eyes, Abdominal pain, Altered frequency of urination, Sweating, Headache, Dizziness, Runny nose, Heartburn, Gastro esophageal reflux disease, Paresthesia tingling or pricking sensation, Muscle twitching, Weakness, Muscle cramp, Increased bronchial secretions"
5630,Myestin 60mg Tablet,Paralytic ileus,"Nausea, Excessive salivation, Diarrhea, Blurred vision, Breathlessness, Watery eyes, Abdominal pain, Altered frequency of urination, Sweating, Headache, Dizziness, Runny nose, Heartburn, Gastro esophageal reflux disease, Paresthesia tingling or pricking sensation, Muscle twitching, Weakness, Muscle cramp, Increased bronchial secretions"
5630,Myestin 60mg Tablet,Post-operative urinary retention,"Nausea, Excessive salivation, Diarrhea, Blurred vision, Breathlessness, Watery eyes, Abdominal pain, Altered frequency of urination, Sweating, Headache, Dizziness, Runny nose, Heartburn, Gastro esophageal reflux disease, Paresthesia tingling or pricking sensation, Muscle twitching, Weakness, Muscle cramp, Increased bronchial secretions"
5631,Microvir 500 Tablet,"Herpes labialis, Herpes, Simplex, Virus, Infections, Shingles, Genital herpes infection","Headache, Dizziness, Nausea, Rash, Abdominal pain, Itching, Abnormal liver function tests, Increased lipase in the blood, Elevated levels of serum amylase"
5632,Moxiforce-CV Dry Syrup,"Resistance, Tuberculosis ","Abdominal pain, Allergy, Vomiting, Nausea, Diarrhea, Mucocutaneous candidiasis"
5632,Moxiforce-CV Dry Syrup,Bacterial infections,"Abdominal pain, Allergy, Vomiting, Nausea, Diarrhea, Mucocutaneous candidiasis"
5633,Medomol 500mg Tablet,Pain relief,"Stomach pain, Nausea, Vomiting"
5633,Medomol 500mg Tablet,Fever,"Stomach pain, Nausea, Vomiting"
5634,Metocard AM  Tablet PR,Hypertension ,"Nausea, Slow heart rate, Abdominal pain, Dizziness, Fatigue, Sleepiness, Ankle swelling, Constipation, Edema swelling, Flushing sense of warmth in the face ears neck and trunk, Palpitations, Headache, Vomiting, Visual disturbance, Orthostatic hypotension sudden lowering of blood pressure on standing, Breathlessness, Muscle cramp"
5635,Melboost 5mg Solution,Vitiligo,"Dry skin, Skin irritation, Burning sensation"
5636,Melgain Lotion,Vitiligo,"Dry skin, Skin irritation, Burning sensation"
5637,ME-PR Capsule,Neuropathic pain,"Dizziness, Sleepiness, Tiredness, Uncoordinated body movements"
5638,Maxigla Soft Gelatin Capsule,Nutritional deficiencies,Limited data available
5639,Montas-L,Sneezing and runny nose due to allergies,"Rash, Nausea, Diarrhea, Dryness in mouth, Fatigue, Headache, Skin rash, Sleepiness, Vomiting"
5639,Montas-L,Hay fever,"Rash, Nausea, Diarrhea, Dryness in mouth, Fatigue, Headache, Skin rash, Sleepiness, Vomiting"
5639,Montas-L,Allergic skin conditions,"Rash, Nausea, Diarrhea, Dryness in mouth, Fatigue, Headache, Skin rash, Sleepiness, Vomiting"
5640,Megaburn Capsule,Obesity,"Fat in stool, Bowel incontinence, Flatus with discharge, Oily spotting, Increased urge to pass bowels, Oily evacuation, Increased bowel movements"
5641,Mymi Plus Capsule,Neuropathic pain,"Dizziness, Sleepiness, Tiredness, Uncoordinated body movements"
5642,Mesacol Enema,Ulcerative colitis,"Rectal discomfort, Flatulence, Headache, Vomiting, Diarrhea, Nausea, Abdominal pain, Rash"
5643,MTnL Tablet,Sneezing and runny nose due to allergies,"Nausea, Diarrhea, Dryness in mouth, Fatigue, Headache, Skin rash, Sleepiness, Vomiting"
5643,MTnL Tablet,Hay fever,"Nausea, Diarrhea, Dryness in mouth, Fatigue, Headache, Skin rash, Sleepiness, Vomiting"
5643,MTnL Tablet,Allergic skin conditions,"Nausea, Diarrhea, Dryness in mouth, Fatigue, Headache, Skin rash, Sleepiness, Vomiting"
5644,Metpure-AM 5  Tablet MR,Hypertension ,"Nausea, Slow heart rate, Abdominal pain, Dizziness, Fatigue, Sleepiness, Ankle swelling, Constipation, Edema swelling, Flushing sense of warmth in the face ears neck and trunk, Palpitations, Headache, Vomiting, Visual disturbance, Orthostatic hypotension sudden lowering of blood pressure on standing, Breathlessness, Muscle cramp"
5645,Melgain Lotion,Vitiligo,"Dry skin, Skin irritation, Burning sensation"
5646,Macphylline Capsule,Asthma,"Vomiting, Abdominal pain, Drowsiness, Heartburn, Increased white blood cell count, Loss of appetite, Rash, Itching, Constipation, Diarrhea, Abdominal discomfort, Abdominal distension, Esophageal bleeding, Red spots or bumps, Breathing problems, High white blood cell count, Nasal inflammation"
5646,Macphylline Capsule,Bronchitis,"Vomiting, Abdominal pain, Drowsiness, Heartburn, Increased white blood cell count, Loss of appetite, Rash, Itching, Constipation, Diarrhea, Abdominal discomfort, Abdominal distension, Esophageal bleeding, Red spots or bumps, Breathing problems, High white blood cell count, Nasal inflammation"
5646,Macphylline Capsule,Chronic obstructive pulmonary disease ,"Vomiting, Abdominal pain, Drowsiness, Heartburn, Increased white blood cell count, Loss of appetite, Rash, Itching, Constipation, Diarrhea, Abdominal discomfort, Abdominal distension, Esophageal bleeding, Red spots or bumps, Breathing problems, High white blood cell count, Nasal inflammation"
5647,Metolar AM  50 Tablet,Hypertension ,"Nausea, Slow heart rate, Abdominal pain, Dizziness, Fatigue, Sleepiness, Ankle swelling, Constipation, Edema swelling, Flushing sense of warmth in the face ears neck and trunk, Palpitations, Headache, Vomiting, Visual disturbance, Orthostatic hypotension sudden lowering of blood pressure on standing, Breathlessness, Muscle cramp"
5648,Mylamin Plus Injection,Nutritional deficiencies,"Flushing sense of warmth in the face ears neck and trunk, Gastrointestinal disturbance, Decreased white blood cell count"
5649,Monocef 250mg Injection,Bacterial infections,"Diarrhea, Abnormal liver function tests, Rash"
5650,Mifenti Vaginal Capsule,Fungal infections of vagina,Erythema skin redness
5651,Mucyst Injection,Paracetamol toxicity,"Rash, Red spots or bumps, Flushing sense of warmth in the face ears neck and trunk, Itching"
5652,Mecoblend-PSR Tablet,Neuropathic pain,"Dizziness, Sleepiness, Tiredness, Uncoordinated body movements"
5653,Melmet 1000 SR Tablet,Type 2 diabetes mellitus,"Diarrhea, Nausea, Vomiting, Flatulence"
5654,Macflox Tablet,Bacterial eye infections,"Eye discomfort, Dry eye, Burning sensation in eye"
5655,Montemac-FX Suspension,Sneezing and runny nose due to allergies,"Nausea, Diarrhea, Vomiting, Skin rash, Flu like symptoms, Headache, Drowsiness, Dizziness"
5656,Mecobion-NP Tablet SR,Neuropathic pain,"Constipation, Weight gain, Orthostatic hypotension sudden lowering of blood pressure on standing, Increased heart rate, Dizziness, Sleepiness, Tiredness, Blurred vision, Dryness in mouth, Difficulty in urination, Uncoordinated body movements"
5657,Maxogest Tablet,Amenorrhea,"Headache, Abdominal pain, Weakness, Dizziness, Irregular menstrual cycle, Nervousness"
5657,Maxogest Tablet,Abnormal uterine bleeding,"Headache, Abdominal pain, Weakness, Dizziness, Irregular menstrual cycle, Nervousness"
5657,Maxogest Tablet,Endometriosis,"Headache, Abdominal pain, Weakness, Dizziness, Irregular menstrual cycle, Nervousness"
5658,Martifur MR 50mg Tablet,Bacterial infections of urinary tract,"Nausea, Vomiting, Diarrhea"
5659,Magnatuss A Syrup,Cough with mucus,"Nausea, Diarrhea, Vomiting, Stomach pain, Rash, Hives, Dizziness, Headache, Allergic reaction, Sleepiness"
5660,Mprol 25mg Tablet,Hypertension ,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
5660,Mprol 25mg Tablet,Angina ,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
5660,Mprol 25mg Tablet,Arrhythmia,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
5660,Mprol 25mg Tablet,Heart attack,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
5660,Mprol 25mg Tablet,Migraine,"Fatigue, Headache, Slow heart rate, Dizziness, Nausea, Breathlessness, Rash, Diarrhea, Depression"
5661,Montemac A Tablet,"Treatment and prevention of, Chronic obstructive pulmonary disease ","Vomiting, Heartburn, Stomach pain, Rash, Itching, Hives, Drowsiness, Breathing problems, Increased white blood cell count, Nasal inflammation, Flu like symptoms"
5661,Montemac A Tablet,Sneezing and runny nose due to allergies,"Vomiting, Heartburn, Stomach pain, Rash, Itching, Hives, Drowsiness, Breathing problems, Increased white blood cell count, Nasal inflammation, Flu like symptoms"
5662,Momoz F Ointment,Skin conditions with inflammation & itching,"Headache, Sore throat, Itching, Nosebleeds, Viral infection, Upper respiratory tract infection, Vomiting"
5663,Moxon 0.3 Tablet,Hypertension ,"Dryness in mouth, Headache, Rash, Dizziness, Back pain, Insomnia difficulty in sleeping, Sleepiness, Vomiting, Weakness, Nausea, Diarrhea, Vertigo"
5664,Megagliptin Tablet,Type 2 diabetes mellitus,"Dizziness, Headache, Diarrhea, Hypoglycemia low blood glucose level, Nausea, Vomiting"
5665,Mero 500mg Injection,Severe bacterial infections,"Rash, Headache, Vomiting, Nausea, Itching, Diarrhea, Injection site inflammation, Anemia low number of red blood cells, Sepsis, Constipation, Apnea absence of breathing, Shock"
5666,Mirumigest Tablet,"pelvic pain associated with, Endometriosis","Headache, Acne, Breast pain, Abnormal menstrual bleeding, Weight gain, Sleep disorder, Nervousness, Loss of libido, Migraine, Gastrointestinal disturbance, Hair loss, Back pain, Breast engorgement, Ovarian cysts, Hot flushes, Vaginal bleeding, Asthenic conditions, Irritability"
5667,MO 4 Eye Drop,Bacterial eye infections,"Eye discomfort, Dry eye, Burning sensation in eye"
5668,Myotan 40 Tablet,"Hypertension , Heart failure","Dizziness, Muscle damage, Diarrhea"
5668,Myotan 40 Tablet,heart attack and stroke,"Dizziness, Muscle damage, Diarrhea"
5669,Metpure-Tel 40 Tablet MR,Hypertension ,"Headache, Weakness, Dizziness, Cold extremities, Slow heart rate, Increased potassium level in blood, Numbness of extremity, Decreased blood pressure"
5670,Melanorm Cream,Melasma,"Erythema skin redness, Dryness and fissuring of paranasal and infraorbital areas, Stinging sensation"
5671,Monit GTN 6.4 Tablet CR,Angina ,"Blurred vision, Decreased blood pressure, Dizziness, Headache, Increased heart rate, Lightheadedness, Paresthesia tingling or pricking sensation"
5672,Myospaz D Tablet,Pain due to muscle spasm,"Nausea, Vomiting, Stomach pain epigastric pain, Heartburn, Diarrhea, Sleepiness, Loss of appetite"
5673,Misty Fresh Eye Drop,Dry eyes,Limited data available
5674,Moxifax P Eye Drop,Bacterial infections,"Eye irritation, Eye discomfort, Blurred vision"
5675,Minoz ER 45 Tablet,Bacterial infections,"Headache, Dizziness, Itching, Fatigue"
5675,Minoz ER 45 Tablet,Acne,"Headache, Dizziness, Itching, Fatigue"
5676,Migranex 5 Tablet,Migraine,"Sleepiness, Weight gain, Muscle pain, Fatigue, Constipation, Nausea, Insomnia difficulty in sleeping, Runny nose, Increased appetite, Depression, Stomach discomfort, Breast pain"
5677,Mariliv Drop,Fatty liver disease,"Dryness in mouth, Drowsiness"
5678,Megapen 500mg Injection,Bacterial infections,"Allergic reaction, Rash, Stomach pain, Nausea, Diarrhea"
5679,Myelogen PG 75 Tablet SR,Neuropathic pain,"Dizziness, Sleepiness, Tiredness, Uncoordinated body movements"
5680,Macsart Beta 25 Tablet ER,Hypertension ,"Headache, Weakness, Dizziness, Cold extremities, Slow heart rate, Increased potassium level in blood, Numbness of extremity, Decreased blood pressure"
5681,Mibeta SR 40 Tablet,Pheochromocytoma,"Tiredness, Weakness, Raynaud s phenomenon, Arrhythmia irregular heartbeats, Nausea, Vomiting, Diarrhea"
5681,Mibeta SR 40 Tablet,Hypertension ,"Tiredness, Weakness, Raynaud s phenomenon, Arrhythmia irregular heartbeats, Nausea, Vomiting, Diarrhea"
5681,Mibeta SR 40 Tablet,migraine,"Tiredness, Weakness, Raynaud s phenomenon, Arrhythmia irregular heartbeats, Nausea, Vomiting, Diarrhea"
5681,Mibeta SR 40 Tablet,Anxiety,"Tiredness, Weakness, Raynaud s phenomenon, Arrhythmia irregular heartbeats, Nausea, Vomiting, Diarrhea"
5681,Mibeta SR 40 Tablet,Arrhythmia,"Tiredness, Weakness, Raynaud s phenomenon, Arrhythmia irregular heartbeats, Nausea, Vomiting, Diarrhea"
5681,Mibeta SR 40 Tablet,Heart attack,"Tiredness, Weakness, Raynaud s phenomenon, Arrhythmia irregular heartbeats, Nausea, Vomiting, Diarrhea"
